loss;epoch;iteration;global_iteration
0.07189155369997025;24;576;36600
0.4342195689678192;24;676;36700
0.40352874994277954;24;776;36800
0.08576879650354385;24;876;36900
0.08771562576293945;24;976;37000
0.1552128791809082;24;1076;37100
0.21807615458965302;24;1176;37200
0.28747594356536865;24;1276;37300
0.1284276247024536;24;1376;37400
0.26575350761413574;24;1476;37500
0.10232197493314743;25;75;37600
0.34288662672042847;25;175;37700
0.2508786618709564;25;275;37800
0.13991779088974;25;375;37900
0.09900644421577454;25;475;38000
0.04792246222496033;25;575;38100
0.11758840084075928;25;675;38200
0.24641375243663788;25;775;38300
0.2079782485961914;25;875;38400
0.16567561030387878;25;975;38500
0.14629748463630676;25;1075;38600
0.2083916962146759;25;1175;38700
0.09849483519792557;25;1275;38800
0.2905963361263275;25;1375;38900
0.1351577341556549;25;1475;39000
0.12998788058757782;26;74;39100
0.2446451336145401;26;174;39200
0.11262371391057968;26;274;39300
0.46088892221450806;26;374;39400
0.12606656551361084;26;474;39500
0.10555006563663483;26;574;39600
0.06282331794500351;26;674;39700
0.12233372777700424;26;774;39800
0.13416169583797455;26;874;39900
0.20447425544261932;26;974;40000
0.20342399179935455;26;1074;40100
0.5151523351669312;26;1174;40200
0.2238743156194687;26;1274;40300
0.12368376553058624;26;1374;40400
0.08644020557403564;26;1474;40500
0.18450000882148743;27;73;40600
0.31102898716926575;27;173;40700
0.15211662650108337;27;273;40800
0.21344152092933655;27;373;40900
0.44005730748176575;27;473;41000
0.1786881387233734;27;573;41100
0.20403370261192322;27;673;41200
0.12242689728736877;27;773;41300
0.07575390487909317;27;873;41400
0.11130335181951523;27;973;41500
0.11673812568187714;27;1073;41600
0.15470778942108154;27;1173;41700
0.41907134652137756;27;1273;41800
