loss;epoch;iteration;global_iteration
2342.002197265625;0;100;100
129.9116668701172;0;200;200
103.62034606933594;0;300;300
103.86677551269531;0;400;400
42.99656295776367;0;500;500
74.2284164428711;0;600;600
36.525474548339844;0;700;700
60.297325134277344;0;800;800
35.41990661621094;0;900;900
58.53179168701172;0;1000;1000
46.84326934814453;0;1100;1100
18.55615997314453;0;1200;1200
24.861906051635742;0;1300;1300
19.204614639282227;0;1400;1400
9.350285530090332;0;1500;1500
23.03266716003418;1;100;1600
28.011499404907227;1;200;1700
21.669536590576172;1;300;1800
19.174100875854492;1;400;1900
17.604066848754883;1;500;2000
28.814821243286133;1;600;2100
103.7593002319336;1;700;2200
6.132736682891846;1;800;2300
6.284627437591553;1;900;2400
16.224393844604492;1;1000;2500
88.46118927001953;1;1100;2600
15.019108772277832;1;1200;2700
9.497106552124023;1;1300;2800
23.891769409179688;1;1400;2900
13.733193397521973;1;1500;3000
12.159063339233398;2;100;3100
4.522634983062744;2;200;3200
9.530452728271484;2;300;3300
18.93297576904297;2;400;3400
6.733208179473877;2;500;3500
25.075347900390625;2;600;3600
17.479320526123047;2;700;3700
4.883588790893555;2;800;3800
10.519559860229492;2;900;3900
23.539749145507812;2;1000;4000
8.140914916992188;2;1100;4100
26.568166732788086;2;1200;4200
16.437231063842773;2;1300;4300
5.035309314727783;2;1400;4400
18.46613311767578;2;1500;4500
17.33491325378418;3;100;4600
4.551331996917725;3;200;4700
13.280991554260254;3;300;4800
25.337804794311523;3;400;4900
12.67612075805664;3;500;5000
8.277565002441406;3;600;5100
8.7052583694458;3;700;5200
8.15655517578125;3;800;5300
15.739167213439941;3;900;5400
14.496236801147461;3;1000;5500
28.79721450805664;3;1100;5600
7.72830057144165;3;1200;5700
6.543354511260986;3;1300;5800
13.388862609863281;3;1400;5900
10.926304817199707;3;1500;6000
2.012955904006958;4;100;6100
3.658660411834717;4;200;6200
7.944298267364502;4;300;6300
6.011355400085449;4;400;6400
10.854508399963379;4;500;6500
10.776217460632324;4;600;6600
18.46693992614746;4;700;6700
4.477017402648926;4;800;6800
7.794589042663574;4;900;6900
6.044288635253906;4;1000;7000
11.096205711364746;4;1100;7100
10.678329467773438;4;1200;7200
11.4962739944458;4;1300;7300
11.781853675842285;4;1400;7400
3.9696781635284424;4;1500;7500
1.9424138069152832;5;100;7600
12.590166091918945;5;200;7700
9.757247924804688;5;300;7800
12.004603385925293;5;400;7900
5.890900135040283;5;500;8000
11.775691986083984;5;600;8100
5.779417514801025;5;700;8200
5.862740516662598;5;800;8300
9.77006721496582;5;900;8400
52.78385925292969;5;1000;8500
15.20734977722168;5;1100;8600
7.307272911071777;5;1200;8700
11.91291618347168;5;1300;8800
10.045944213867188;5;1400;8900
6.917149066925049;5;1500;9000
2.7081782817840576;6;100;9100
3.794847249984741;6;200;9200
13.697428703308105;6;300;9300
17.791006088256836;6;400;9400
11.813427925109863;6;500;9500
12.030319213867188;6;600;9600
11.6539888381958;6;700;9700
6.7834343910217285;6;800;9800
6.680484294891357;6;900;9900
8.018548965454102;6;1000;10000
7.76474666595459;6;1100;10100
9.301371574401855;6;1200;10200
10.883977890014648;6;1300;10300
23.816627502441406;6;1400;10400
5.047161102294922;6;1500;10500
9.857015609741211;7;100;10600
6.219760417938232;7;200;10700
6.6277079582214355;7;300;10800
5.584235668182373;7;400;10900
4.770027160644531;7;500;11000
7.659988880157471;7;600;11100
6.136023044586182;7;700;11200
5.536158561706543;7;800;11300
6.692250728607178;7;900;11400
5.448999404907227;7;1000;11500
6.620754241943359;7;1100;11600
10.278118133544922;7;1200;11700
32.35064697265625;7;1300;11800
22.252975463867188;7;1400;11900
4.111113548278809;7;1500;12000
4.518327713012695;8;100;12100
10.227985382080078;8;200;12200
8.857027053833008;8;300;12300
4.931457042694092;8;400;12400
11.13900089263916;8;500;12500
5.59515905380249;8;600;12600
7.026440143585205;8;700;12700
6.974795818328857;8;800;12800
3.653927803039551;8;900;12900
13.56556510925293;8;1000;13000
9.524694442749023;8;1100;13100
6.794908046722412;8;1200;13200
4.233246326446533;8;1300;13300
10.475610733032227;8;1400;13400
6.609670639038086;8;1500;13500
19.66225242614746;9;100;13600
5.5117573738098145;9;200;13700
5.27783203125;9;300;13800
10.858587265014648;9;400;13900
9.53345012664795;9;500;14000
8.55794906616211;9;600;14100
6.673519611358643;9;700;14200
18.261993408203125;9;800;14300
8.422032356262207;9;900;14400
6.253915309906006;9;1000;14500
6.850539684295654;9;1100;14600
6.290332794189453;9;1200;14700
9.502644538879395;9;1300;14800
7.956951141357422;9;1400;14900
6.014615058898926;9;1500;15000
7.725524425506592;10;100;15100
